1	32
1	43
1	6
1	7
1	39
1	16
1	17
1	19
1	22
1	25
2	3
2	5
2	38
2	44
2	45
2	15
2	48
2	50
2	21
2	23
2	24
2	26
2	28
2	29
3	36
3	5
3	44
3	46
3	15
3	21
3	23
3	27
3	29
4	33
4	6
4	7
4	41
4	39
4	12
4	13
4	16
4	17
4	19
5	36
5	44
5	46
5	15
5	48
5	50
5	21
5	23
5	29
6	32
6	33
6	9
6	43
6	12
6	13
6	17
6	19
6	41
6	25
7	32
7	33
7	40
7	41
7	39
7	12
7	13
7	17
7	19
7	25
8	35
8	37
8	40
8	9
8	16
8	22
9	32
9	35
9	37
9	11
9	14
9	16
9	49
9	22
9	30
10	34
10	26
10	19
10	13
11	35
11	40
11	43
11	14
11	16
11	49
11	22
11	30
12	33
12	41
12	17
12	19
12	25
13	33
13	34
13	41
13	17
13	19
14	35
14	37
14	49
14	22
14	30
15	36
15	44
15	46
15	47
15	48
15	50
15	21
15	23
15	28
16	32
16	35
16	33
16	43
16	40
16	22
16	39
16	25
16	30
17	32
17	33
17	41
18	34
18	38
18	42
18	20
18	24
18	26
18	31
20	34
20	24
20	28
20	29
20	31
21	36
21	44
21	45
21	46
21	50
21	23
21	47
22	35
22	37
22	30
23	38
23	44
23	45
23	50
23	27
23	28
23	29
24	38
24	42
24	44
24	34
24	26
24	28
24	29
24	31
25	43
25	33
25	41
25	39
26	38
26	48
26	42
26	28
26	29
26	31
27	36
27	46
28	38
28	42
28	45
28	46
28	48
28	50
28	29
28	31
29	38
29	42
29	45
29	46
29	47
29	50
29	31
30	35
30	49
31	38
31	42
31	48
32	43
32	33
32	39
33	34
33	35
33	41
33	39
35	37
35	49
36	47
36	45
36	46
37	49
37	43
37	40
38	42
38	44
38	50
38	48
39	43
40	43
42	44
42	48
44	45
44	46
44	48
44	50
44	47
45	47
45	50
46	47
48	50
