1	30
1	31
1	3
1	35
1	7
1	67
1	68
1	46
1	71
1	72
1	73
1	74
1	15
1	16
1	48
1	21
1	53
1	28
2	8
3	30
3	46
3	89
3	74
3	7
3	67
3	60
3	31
3	71
3	72
3	73
3	45
3	15
3	16
3	48
3	80
3	21
3	68
3	26
3	28
4	47
4	59
4	60
4	58
4	6
4	72
4	41
4	84
4	70
4	73
4	46
4	16
4	78
4	50
4	24
4	83
4	26
4	27
4	28
5	37
5	62
5	86
6	30
6	60
6	36
6	72
6	70
6	84
6	43
6	73
6	46
6	16
6	17
6	78
6	21
6	24
6	83
6	26
6	27
6	28
7	30
7	46
7	89
7	35
7	67
7	31
7	71
7	70
7	73
7	74
7	15
7	16
7	48
7	21
7	72
7	84
7	27
7	28
9	79
10	57
10	64
10	65
10	19
10	52
10	22
11	57
11	22
11	89
11	35
11	45
12	13
14	25
15	30
15	35
15	67
15	68
15	89
15	73
15	74
15	48
15	80
15	21
15	53
16	17
16	21
16	24
16	26
16	27
16	28
16	30
16	46
16	47
16	59
16	67
16	68
16	69
16	70
16	72
16	73
16	74
16	78
16	84
17	23
17	24
17	27
17	28
17	33
17	41
17	42
17	46
17	47
17	55
17	58
17	59
17	60
17	66
17	74
17	76
17	78
17	83
17	84
17	85
18	75
18	34
18	51
19	57
19	35
19	64
19	65
19	80
19	22
19	53
20	38
21	26
21	27
21	28
21	30
21	31
21	45
21	46
21	47
21	48
21	59
21	60
21	68
21	72
21	73
21	74
21	76
21	84
22	57
22	64
22	65
22	56
23	59
23	32
23	33
23	36
23	66
23	39
23	85
23	41
23	42
23	43
23	83
23	46
23	78
23	50
23	81
23	77
23	54
23	55
23	28
24	47
24	59
24	60
24	58
24	66
24	76
24	41
24	70
24	43
24	46
24	55
24	83
24	27
24	78
26	27
26	28
26	30
26	35
26	46
26	47
26	55
26	58
26	59
26	60
26	68
26	69
26	70
26	72
26	74
26	78
26	83
26	84
27	28
27	30
27	35
27	46
27	48
27	56
27	58
27	59
27	60
27	68
27	69
27	70
27	72
27	73
27	74
27	78
27	83
27	84
28	30
28	46
28	47
28	48
28	59
28	67
28	68
28	70
28	73
28	74
28	76
28	78
28	83
28	84
29	90
30	31
30	35
30	46
30	47
30	48
30	56
30	67
30	68
30	70
30	71
30	73
30	74
30	84
31	35
31	74
31	67
31	68
31	89
31	71
31	73
31	45
31	48
31	80
32	58
32	59
32	33
32	36
32	66
32	39
32	41
32	42
32	43
32	76
32	77
32	50
32	81
32	54
32	85
33	36
33	39
33	41
33	42
33	43
33	46
33	47
33	50
33	54
33	55
33	58
33	66
33	69
33	70
33	77
33	78
33	81
33	83
33	85
34	75
34	51
35	89
35	67
35	68
35	71
35	45
35	48
35	80
35	53
35	56
36	59
36	66
36	39
36	60
36	69
36	41
36	42
36	43
36	83
36	47
36	77
36	78
36	50
36	81
36	54
36	85
36	55
37	62
37	86
39	66
39	69
39	41
39	42
39	43
39	47
39	77
39	50
39	81
39	54
39	85
40	44
40	52
40	87
40	64
41	66
41	69
41	42
41	43
41	47
41	85
41	50
41	81
41	77
41	54
41	55
42	66
42	69
42	72
42	76
42	78
42	50
42	81
42	77
42	83
42	85
42	55
43	58
43	66
43	69
43	76
43	77
43	50
43	81
43	54
44	87
44	82
45	67
45	89
45	71
45	80
45	53
45	56
46	48
46	58
46	59
46	60
46	70
46	72
46	74
46	76
46	78
46	84
47	58
47	59
47	60
47	66
47	69
47	70
47	72
47	73
47	76
47	77
47	78
47	83
47	85
48	67
48	68
48	70
48	74
48	72
49	88
49	82
49	61
50	66
50	69
50	77
50	54
50	55
51	75
52	61
53	74
53	89
53	71
53	80
53	56
54	66
54	69
54	76
54	77
54	78
54	81
54	85
54	55
55	58
55	59
55	66
55	69
55	83
55	78
55	77
55	85
56	89
56	67
56	71
56	80
57	89
57	65
58	59
58	72
58	60
58	85
58	70
58	76
58	77
58	83
58	78
59	66
59	69
59	74
59	76
59	78
59	81
59	83
59	84
59	85
60	76
60	68
60	85
60	70
60	84
60	72
60	74
60	78
60	83
61	87
61	88
61	63
61	82
62	86
63	88
64	89
64	65
66	69
66	85
66	81
66	77
67	89
67	74
67	71
67	70
67	73
67	80
68	76
68	71
68	84
68	73
68	74
68	78
69	76
69	85
69	83
69	77
69	81
70	76
70	84
70	72
70	78
71	89
71	80
72	76
72	85
72	84
72	78
72	83
73	74
73	78
73	84
74	83
74	84
76	83
76	78
76	84
77	83
77	78
77	81
77	85
78	81
78	83
78	84
78	85
80	89
81	83
81	85
83	85
