1	5
1	10
1	12
1	16
1	18
1	19
1	21
1	23
1	31
1	33
1	40
1	41
1	44
1	49
1	51
1	56
1	59
1	68
1	77
1	79
1	81
1	82
1	85
1	90
1	91
1	95
1	98
2	4
2	9
2	11
2	13
2	14
2	15
2	22
2	26
2	37
2	42
2	47
2	48
2	52
2	54
2	60
2	70
2	73
2	74
2	75
2	80
2	88
2	95
3	6
3	8
3	20
3	27
3	28
3	30
3	32
3	36
3	39
3	43
3	50
3	53
3	58
3	62
3	63
3	66
3	69
3	71
3	84
3	87
3	92
3	94
4	80
4	35
4	100
4	70
4	38
4	73
4	11
4	13
4	14
4	15
4	48
4	75
4	99
4	52
4	78
4	55
4	88
4	89
4	60
4	31
5	19
5	23
5	25
5	29
5	31
5	34
5	35
5	41
5	44
5	49
5	51
5	52
5	55
5	67
5	68
5	74
5	77
5	79
5	81
5	82
5	85
5	86
5	90
5	91
5	93
5	95
5	97
6	8
6	22
6	27
6	28
6	30
6	32
6	36
6	39
6	43
6	50
6	53
6	58
6	62
6	63
6	66
6	69
6	71
6	76
6	87
6	92
6	94
7	8
7	17
7	22
7	27
7	28
7	32
7	36
7	37
7	39
7	42
7	43
7	53
7	54
7	57
7	58
7	62
7	65
7	69
7	76
7	80
7	87
7	92
7	94
8	20
8	27
8	28
8	30
8	32
8	36
8	39
8	43
8	48
8	50
8	53
8	57
8	58
8	62
8	63
8	65
8	76
8	84
8	87
8	94
9	80
9	75
9	36
9	54
9	39
9	42
9	43
9	13
9	14
9	47
9	48
9	17
9	99
9	78
9	22
9	87
9	57
9	26
9	92
9	94
10	12
10	21
10	23
10	31
10	33
10	40
10	41
10	49
10	56
10	59
10	60
10	68
10	77
10	79
10	81
10	82
10	83
10	89
10	90
10	91
10	98
11	34
11	70
11	72
11	73
11	74
11	13
11	14
11	15
11	35
11	52
11	78
11	55
11	88
11	25
11	26
11	60
11	93
12	16
12	18
12	21
12	24
12	33
12	40
12	44
12	45
12	56
12	59
12	68
12	77
12	79
12	81
12	82
12	83
12	86
12	91
12	96
12	98
13	100
13	75
13	54
13	70
13	72
13	42
13	73
13	14
13	47
13	52
13	78
13	22
13	55
13	89
13	26
13	27
13	60
14	80
14	99
14	54
14	42
14	78
14	47
14	48
14	22
14	36
14	26
15	35
15	38
15	46
15	52
15	55
15	60
15	67
15	70
15	72
15	73
15	74
15	75
15	80
15	86
15	88
15	89
15	93
15	95
15	100
16	96
16	98
16	33
16	40
16	45
16	77
16	82
16	83
16	24
16	90
16	59
16	61
17	65
17	66
17	99
17	36
17	37
17	75
17	76
17	47
17	54
17	69
17	57
17	26
17	27
17	92
17	62
17	63
18	19
18	21
18	24
18	31
18	33
18	40
18	41
18	44
18	45
18	51
18	56
18	61
18	64
18	67
18	68
18	77
18	79
18	82
18	90
18	91
18	96
18	98
19	23
19	24
19	25
19	29
19	31
19	34
19	35
19	38
19	41
19	46
19	49
19	51
19	60
19	67
19	68
19	72
19	73
