1	28
1	29
1	4
1	7
1	8
1	12
1	39
1	16
1	30
1	23
1	25
2	22
3	28
3	4
3	7
3	8
3	9
3	12
3	40
3	30
3	23
3	25
3	26
4	30
4	28
4	7
4	9
4	37
4	39
4	40
4	16
4	18
4	21
4	25
5	20
5	17
5	32
6	13
6	35
6	15
7	29
7	31
7	28
7	9
7	12
7	39
7	40
7	16
7	30
7	23
7	25
8	31
8	9
8	12
8	40
8	16
8	25
8	26
9	12
9	40
9	30
9	23
9	25
9	26
10	34
11	32
12	39
12	23
12	25
12	26
13	35
13	41
13	15
14	24
15	35
16	27
16	29
16	31
16	28
16	39
16	18
16	30
16	23
16	25
17	20
18	28
18	29
18	30
18	31
18	37
18	39
18	40
18	21
19	38
20	32
21	27
21	28
21	31
21	37
21	30
23	29
23	28
23	40
23	25
23	26
25	28
25	39
25	40
25	26
26	40
27	39
27	29
27	30
28	29
28	39
28	40
28	30
29	30
29	31
29	37
29	39
30	31
31	37
31	39
33	36
